Latest Results
t,`Main.C1.v`,`Main.DI1_1.i`,`Main.DI1_1.v`,`Main.I1.i`
0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.000000000000000000
0.000000050000000000,0.000000000000000000,0.000026579441355864,0.000000000000000000,-0.000026579441355864
0.000000100000000000,0.000000000000000000,0.000070787649015369,0.000000000000000000,-0.000070787649015369
0.000000150000000000,0.000000000000000000,0.000117291291087462,0.000000000000000000,-0.000117291291087462
0.000000200000000000,0.000000000000000000,0.000163874596606676,0.000000000000000000,-0.000163874596606676
0.000000250000000000,0.000000000000000000,0.000210141215210277,0.000000000000000000,-0.000210141215210277
0.000000300000000000,0.000000000000000000,0.000255947806405256,0.000000000000000000,-0.000255947806405256
0.000000350000000000,0.000000000000000000,0.000301187036116364,0.000000000000000000,-0.000301187036116364
0.000000400000000000,0.000000000000000000,0.000345757681004778,0.000000000000000000,-0.000345757681004778
0.000000450000000000,0.000000000000000000,0.000389560674807676,0.000000000000000000,-0.000389560674807676
0.000000500000000000,0.000000000000000000,0.000432498748909841,0.000000000000000000,-0.000432498748909841
0.000000550000000000,0.000000000000000000,0.000474476567967005,0.000000000000000000,-0.000474476567967005
0.000000600000000000,0.000000000000000000,0.000515400930434526,0.000000000000000000,-0.000515400930434526
0.000000650000000000,0.000000000000000000,0.000555180973953493,0.000000000000000000,-0.000555180973953493
0.000000700000000000,0.000000000000000000,0.000593728376873705,0.000000000000000000,-0.000593728376873705
0.000000750000000000,0.000000000000000000,0.000630957554320129,0.000000000000000000,-0.000630957554320129
0.000000800000000000,0.000000000000000000,0.000666785848208599,0.000000000000000000,-0.000666785848208599
0.000000850000000000,0.000000000000000000,0.000701133710766872,0.000000000000000000,-0.000701133710766872
0.000000900000000000,0.000000000000000000,0.000733924881150486,0.000000000000000000,-0.000733924881150486
0.000000950000000000,0.000000000000000000,0.000765086554760903,0.000000000000000000,-0.000765086554760903
0.000001000000000000,0.000000000000000000,0.000794549544889920,0.000000000000000000,-0.000794549544889920
0.000001050000000000,0.000000000000000000,0.000822248436331462,0.000000000000000000,-0.000822248436331462
0.000001100000000000,0.000000000000000000,0.000848121730619698,0.000000000000000000,-0.000848121730619698
0.000001150000000000,0.000000000000000000,0.000872111982571018,0.000000000000000000,-0.000872111982571018
0.000001200000000000,0.000000000000000000,0.000894165927826702,0.000000000000000000,-0.000894165927826702
0.000001250000000000,0.000000000000000000,0.000914234601113118,0.000000000000000000,-0.000914234601113118
0.000001300000000000,0.000000000000000000,0.000932273444956876,0.000000000000000000,-0.000932273444956876
0.000001350000000000,0.000000000000000000,0.000948242408613560,0.000000000000000000,-0.000948242408613560
0.000001400000000000,0.000000000000000000,0.000962106036990396,0.000000000000000000,-0.000962106036990396
0.000001450000000000,0.000000000000000000,0.000973833549365426,0.000000000000000000,-0.000973833549365426
0.000001500000000000,0.000000000000000000,0.000983398907728408,0.000000000000000000,-0.000983398907728408
0.000001550000000000,0.000000000000000000,0.000990780874591709,0.000000000000000000,-0.000990780874591709
0.000001600000000000,0.000000000000000000,0.000995963060142839,0.000000000000000000,-0.000995963060142839
0.000001650000000000,0.000000000000000000,0.000998933958633934,0.000000000000000000,-0.000998933958633934
0.000001700000000000,0.000000000000000000,0.000999686973927392,0.000000000000000000,-0.000999686973927392
0.000001750000000000,0.000000000000000000,0.000998220434140953,0.000000000000000000,-0.000998220434140953
0.000001800000000000,0.000000000000000000,0.000994537595359687,0.000000000000000000,-0.000994537595359687
0.000001850000000000,0.000000000000000000,0.000988646634406679,0.000000000000000000,-0.000988646634406679
0.000001900000000000,0.000000000000000000,0.000980560630688433,0.000000000000000000,-0.000980560630688433
0.000001950000000000,0.000000000000000000,0.000970297537155320,0.000000000000000000,-0.000970297537155320
0.000002000000000000,0.000000000000000000,0.000957880140441537,0.000000000000000000,-0.000957880140441537
0.000002050000000000,0.000000000000000000,0.000943336010273082,0.000000000000000000,-0.000943336010273082
0.000002100000000000,0.000000000000000000,0.000926697438256068,0.000000000000000000,-0.000926697438256068
0.000002150000000000,0.000000000000000000,0.000908001366181282,0.000000000000000000,-0.000908001366181282
0.000002200000000000,0.000000000000000000,0.000887289304004169,0.000000000000000000,-0.000887289304004169
0.000002250000000000,0.000000000000000000,0.000864607237682354,0.000000000000000000,-0.000864607237682354
0.000002300000000000,0.000000000000000000,0.000840005527075312,0.000000000000000000,-0.000840005527075312
0.000002350000000000,0.000000000000000000,0.000813538794132890,0.000000000000000000,-0.000813538794132890
0.000002400000000000,0.000000000000000000,0.000785265801620917,0.000000000000000000,-0.000785265801620917
0.000002450000000000,0.000000000000000000,0.000755249322653168,0.000000000000000000,-0.000755249322653168
0.000002500000000000,0.000000000000000000,0.000723556001319354,0.000000000000000000,-0.000723556001319354
0.000002550000000000,0.000000000000000000,0.000690256204718577,0.000000000000000000,-0.000690256204718577
0.000002600000000000,0.000000000000000000,0.000655423866726773,0.000000000000000000,-0.000655423866726773
0.000002650000000000,0.000000000000000000,0.000619136323845017,0.000000000000000000,-0.000619136323845017
0.000002700000000000,0.000000000000000000,0.000581474143493153,0.000000000000000000,-0.000581474143493153
0.000002750000000000,0.000000000000000000,0.000542520945129971,0.000000000000000000,-0.000542520945129971
0.000002800000000000,0.000000000000000000,0.000502363214597100,0.000000000000000000,-0.000502363214597100
0.000002850000000000,0.000000000000000000,0.000461090112098810,0.000000000000000000,-0.000461090112098810
0.000002900000000000,0.000000000000000000,0.000418793274244062,0.000000000000000000,-0.000418793274244062
0.000002950000000000,0.000000000000000000,0.000375566610590321,0.000000000000000000,-0.000375566610590321
0.000003000000000000,0.000000000000000000,0.000331506095140850,0.000000000000000000,-0.000331506095140850
0.000003050000000000,0.000000000000000000,0.000286709553258429,0.000000000000000000,-0.000286709553258429
0.000003100000000000,0.000000000000000000,0.000241276444468579,0.000000000000000000,-0.000241276444468579
0.000003150000000000,0.000000000000000000,0.000195307641634545,0.000000000000000000,-0.000195307641634545
