Latest Results
t,`Main.M_lin.s`,`Main.M_nonlin.s`
0.000000000000000000,10.000000000000000000,10.000000000000000000
0.006001200240048009,9.999223229322801387,10.026201714169616253
0.012002400480096018,9.998093157339209114,10.052048772512080177
0.018003600720144029,9.996609784049226732,10.077541211692960132
0.024004800960192037,9.994773109452854243,10.102679067846189298
0.030006001200240044,9.992583133550093422,10.127462376602581529
0.036007201440288052,9.990039856340940716,10.151891173089820697
0.042008401680336059,9.987143277825399679,10.175965491932471352
0.048009601920384067,9.983893398003463204,10.199685367251959178
0.054010802160432074,9.980290216875138398,10.223050832666595866
0.060012002400480081,9.976333734440425260,10.246061921291573782
0.066013202640528096,9.972023950699325567,10.268718665738944651
0.072014402880576103,9.967360865651823332,10.291021098117631993
0.078015603120624111,9.962344479297939870,10.312969250033459545
0.084016803360672118,9.956974791637660971,10.334563152589099744
0.090018003600720126,9.951251802670999069,10.355802836384116361
0.096019203840768133,9.945175512397938178,10.376688331514934305
0.102020404080816141,9.938745920818490731,10.397219667574862711
0.108021604320864148,9.931963027932651400,10.417396873654080736
0.114022804560912155,9.924826833740420184,10.437219978339642878
0.120024004800960163,9.917337338241802414,10.456689009715489647
0.126025205041008170,9.909494541436792758,10.475803995362410248
0.132026405281056192,9.901298443325392995,10.494564962358095883
0.138027605521104213,9.892749043907601347,10.512971937277093559
0.144028805761152234,9.883846343183417815,10.531024946190832736
0.150030006001200256,9.874590341152849504,10.548724014667627102
0.156031206241248277,9.864981037815883980,10.566069167772640824
0.162032406481296298,9.855018433172530123,10.583060430067925850
0.168033606721344320,9.844702527222789712,10.599697825612421909
0.174034806961392341,9.834033319966653863,10.615981377961920984
0.180036007201440362,9.823010811404129683,10.631911110169106394
0.186037207441488384,9.811635001535213618,10.647487044783524368
0.192038407681536405,9.799905890359907445,10.662709203851598261
0.198039607921584426,9.787823477878209388,10.677577608916635654
0.204040808161632448,9.775387764090124776,10.692092281018808819
0.210042008401680469,9.762598748995646503,10.706253240695165374
0.216043208641728490,9.749456432594776345,10.720060507979630060
0.222044408881776512,9.735960814887521408,10.733514102403008295
0.228045609121824533,9.722111895873871035,10.746614042992961302
0.234046809361872554,9.707909675553834106,10.759360348274048746
0.240048009601920576,9.693354153927399963,10.771753036267684323
0.246049209841968597,9.678445330994579265,10.783792124492176612
0.252050410082016618,9.663183206755370236,10.795477629962690003
0.258051610322064640,9.647567781209772875,10.806809569191273113
0.264052810562112661,9.631599054357778300,10.817787958186844577
0.270054010802160682,9.615277026199393617,10.828412812455201930
0.276055211042208704,9.598601696734622379,10.838684146999021607
0.282056411282256725,9.581573065963461033,10.848601976317844731
0.288057611522304746,9.564191133885907803,10.858166314408087771
0.294058811762352768,9.546455900501962688,10.867377174777177018
0.300060012002400789,9.528367365811629242,10.876234570545243230
0.306061212242448810,9.509925529814902134,10.884738514258337716
0.312062412482496832,9.491130392511788472,10.892889017937655183
0.318063612722544853,9.471981953902284701,10.900686093104788199
0.324064812962592874,9.452480213986385493,10.908129750781744960
0.330066013202640895,9.432625172764096178,10.915220001490947510
0.336067213442688917,9.412416830235420306,10.921956855255228191
0.342068413682736938,9.391855186400350775,10.928340321597818985
0.348069613922784959,9.370940241258892911,10.934370409542378155
0.354070814162832981,9.349671994811043163,10.940047127612954725
0.360072014402881002,9.328050447056801531,10.945370483834018671
0.366073214642929023,9.306075597996171567,10.950340485730450268
0.372074414882977045,9.283747447629153271,10.954957140327543641
0.378075615123025066,9.261065995955735985,10.959220454150981894
0.384076815363073087,9.238031242975937474,10.963130433226890403
0.390078015603121109,9.214643188689745301,10.966687083081774645
0.396079215843169130,9.190901833097163021,10.969890408742568155
0.402080416083217151,9.166807176198190632,10.972740414736604109
0.408081616323265173,9.142359217992824583,10.975237105091633083
0.414082816563313194,9.117557958481068425,10.977380483335808847
0.420084016803361215,9.092403397662927489,10.979170552497702573
0.426085217043409237,9.066895535538391115,10.980607315106290400
0.432086417283457258,9.041034372107464634,10.981690773190955213
0.438087617523505279,9.014819907370149821,10.982420928281499073
0.444088817763553301,8.988252141326443123,10.982797781408137894
0.447489467830899379,8.973040382381860525,10.982854504915485094
0.447489467830899379,8.973040382381858748,10.982854504915488647
0.453490668070947400,8.945919112728336842,10.982677854266606587
0.459491868310995422,8.918444541768424827,10.982147902575723819
0.465493068551043443,8.890616669502119152,10.981264650600287780
0.471494268791091464,8.862435495929426921,10.980028099596186308
0.477495469031139486,8.833901021050344582,10.978438251317735208
0.483496669271187507,8.805013244864870359,10.976495108017676472
0.489497869511235528,8.775772167373006027,10.974198672447171177
0.495499069751283550,8.746177788574749812,10.971548947855824352
0.501500269991331571,8.716230108470101712,10.968545937991642347
0.507501470231379592,8.685929127059067056,10.965189647101102111
0.513502670471427614,8.655274844341638740,10.961480079929064146
0.519503870711475635,8.624267260317818540,10.957417241718840017
0.525505070951523656,8.592906374987613560,10.953001138212176357
0.531506271191571678,8.561192188351014920,10.948231775649226449
0.537507471431619699,8.529124700408024395,10.943109160768575094
0.543508671671667720,8.496703911158645539,10.937633300807259928
0.549509871911715742,8.463929820602874798,10.931804203500714578
0.555511072151763763,8.430802428740713950,10.925621877082811295
0.561512272391811784,8.397321735572162993,10.919086330285866282
0.567513472631859806,8.363487741097221928,10.912197572340605944
0.573514672871907827,8.329300445315888979,10.904955612976177548
0.579515873111955848,8.294759848228165922,10.897360462420179417
0.585517073352003870,8.259865949834054533,10.889412131398623629
0.591518273592051891,8.224618750133549483,10.881110631135950229
0.597519473832099912,8.189018249126654325,10.872455973355027226
0.603520674072147933,8.153064446813367283,10.863448170277161253
0.609521874312195955,8.116757343193693686,10.854087234622070923
0.615523074552243976,8.080096938267628204,10.844373179607913471
0.621524274792291997,8.043083232035172614,10.834306018951265216
0.627525475032340019,8.005716224496325140,10.823885766867144653
0.633526675272388040,7.967995915651089334,10.813112438068984034
0.639527875512436061,7.929922305499458979,10.801986047768645349
0.645529075752484083,7.891495394041441180,10.790506611676427440
0.651530275992532104,7.852715181277034162,10.778674146001048229
0.657531476232580125,7.813581667206232595,10.766488667449658934
0.663532676472628147,7.774094851829043584,10.753950193227838739
0.669533876712676168,7.734254735145462689,10.741058741039584135
0.675535076952724189,7.694061317155491686,10.727814329087333789
0.681536277192772211,7.653514597859131463,10.714216976071949006
0.687537477432820232,7.612614577256376691,10.700266701192713725
0.693538677672868253,7.571361255347235364,10.685963524147352288
0.699539877912916275,7.529754632131703929,10.671307465131999237
0.705541078152964296,7.487794707609780609,10.656298544841233067
0.711542278393012317,7.445481481781464517,10.640936784468049581
0.717543478633060339,7.402814954646759205,10.625222205703877876
0.723544678873108360,7.359795126205666449,10.609154830738578568
0.729545879113156381,7.316421996458180033,10.592734682260431356
0.735547079353204403,7.272695565404305285,10.575961783456147458
0.741548279593252424,7.228615833044038652,10.558836158010862505
0.747549479833300445,7.184182799377383688,10.541357830108154303
0.753550680073348467,7.139396464404335951,10.523526824415295522
0.759551880313396488,7.094256828124898107,10.505343165669193795
0.765553080553444509,7.048763890539068377,10.486806879392588598
0.771554280793492531,7.002917651646849428,10.467917991824887025
0.777555481033540552,6.956718111448241260,10.448676529693972981
0.783556681273588573,6.910165269943240318,10.429082520216210739
0.789557881513636595,6.863259127131849269,10.409135991096444940
0.795559081753684616,6.815999683014070776,10.388836970528021908
0.801560281993732637,6.768386937589899510,10.368185487192739913
0.807561482233780659,6.720420890859335472,10.347181570260893579
0.813562682473828680,6.672101542822386655,10.325825249391263227
0.819563882713876701,6.623428893479040624,10.304116554731102440
0.825565082953924723,6.574402942829309815,10.282055516916152271
0.831566283193972744,6.525023690873185345,10.259642167070637697
0.837567483434020765,6.475291137610669878,10.236876536807251625
0.843568683674068787,6.425205283041764304,10.213758658227185094
0.849569883914116808,6.374766127166467733,10.190288563920097076
0.855571084154164829,6.323973669984781942,10.166466286964150001
0.861572284394212851,6.272827911496705156,10.142291860925956470
0.867573484634260872,6.221328851702238261,10.117765319860641426
0.873574684874308893,6.169476490601382146,10.092886698311792415
0.879575885114356915,6.117270828194133259,10.067656031311479126
0.885577085354404936,6.064711864480494263,10.042073354380267602
0.891578285594452957,6.011799599460464272,10.016138703527184717
0.897579485834500979,5.958534033134045060,9.989852115249762576
0.903580686074549000,5.904915165501234853,9.963213626533994116
0.909581886314597021,5.850942996562034537,9.936223274854366849
0.915583086554645043,5.796617526316444113,9.908881098173845103
0.921584286794693064,5.741938754764461805,9.881187134943873573
0.927585487034741085,5.686906681906090277,9.853141424104387980
0.933586687274789107,5.631521307741327753,9.824744005083790199
0.939587887514837128,5.575782632270174233,9.795994917798973134
0.945589087754885149,5.519690655492631493,9.766894202655318935
0.951590287994933171,5.463245377408695092,9.737441900546672358
0.957591488234981192,5.406446798018372135,9.707638052855379840
0.963592688475029213,5.349294917321658183,9.677482701452253977
0.969593888715077235,5.291789735318552346,9.646975888696600165
0.975595088955125256,5.233931252009057289,9.616117657436195287
0.981596289195173277,5.175719467393168571,9.584908051007309027
0.987597489435221298,5.117154381470893298,9.553347113234686105
0.993598689675269320,5.058235994242224365,9.521434888431553389
0.999599889915317341,4.998964305707166211,9.489171421399621664
1.005601090155365362,4.939339315865717062,9.456556757429082083
1.011602290395413384,4.879361024717877804,9.423590942298606166
1.017603490635461405,4.819029432263647550,9.390274022275347576
1.023604690875509426,4.758344538503028964,9.356606044114947451
1.029605891115557448,4.697306343436017606,9.322587055061514860
1.035607091355605469,4.635914847062617916,9.288217102847664108
1.041608291595653490,4.574170049382824565,9.253496235694465000
1.047609491835701512,4.512071950396641995,9.218424502311485469
1.053610692075749533,4.449620550104070205,9.183001951896770265
1.059611892315797554,4.386815848505106530,9.147228634136844505
1.065613092555845576,4.323657845599753635,9.111104599206719001
1.071614292795893597,4.260146541388008856,9.074629897769886711
1.077615493035941618,4.196281935869873969,9.037804580978312075
