Latest Results
t,`Main.H1B1.bounce`,`Main.H1B1.tbounce`
0.000000000000000000,0.000000000000000000,0.000000000000000000
0.150753768844221092,0.000000000000000000,0.000000000000000000
0.301507537688442184,0.000000000000000000,0.000000000000000000
0.452261306532663276,0.000000000000000000,0.000000000000000000
0.603015075376884369,0.000000000000000000,0.000000000000000000
0.753768844221105461,0.000000000000000000,0.000000000000000000
0.904522613065326553,0.000000000000000000,0.000000000000000000
1.055276381909547645,0.000000000000000000,0.000000000000000000
1.206030150753768737,0.000000000000000000,0.000000000000000000
1.356783919597989829,0.000000000000000000,0.000000000000000000
1.427843122927064501,0.000000000000000000,0.000000000000000000
1.427843122927064501,1.000000000000000000,1.427843122927066055
1.427843122927066277,1.000000000000000000,1.427843122927066055
1.427843122927066277,1.000000000000000000,1.427843122927066055
1.578596891771287369,1.000000000000000000,1.427843122927066055
1.729350660615508462,1.000000000000000000,1.427843122927066055
1.880104429459729554,1.000000000000000000,1.427843122927066055
2.030858198303950424,1.000000000000000000,1.427843122927066055
2.181611967148171516,1.000000000000000000,1.427843122927066055
2.332365735992392608,1.000000000000000000,1.427843122927066055
2.483119504836613700,1.000000000000000000,1.427843122927066055
2.633873273680834792,1.000000000000000000,1.427843122927066055
2.712901933561422840,1.000000000000000000,1.427843122927066055
2.712901933561422840,1.000000000000000000,1.427843122927066055
2.863655702405643932,1.000000000000000000,1.427843122927066055
3.014409471249865025,1.000000000000000000,1.427843122927066055
3.165163240094086117,1.000000000000000000,1.427843122927066055
3.315917008938307209,1.000000000000000000,1.427843122927066055
3.466670777782528301,1.000000000000000000,1.427843122927066055
3.617424546626749393,1.000000000000000000,1.427843122927066055
3.768178315470970485,1.000000000000000000,1.427843122927066055
3.918932084315191577,1.000000000000000000,1.427843122927066055
3.997960744195777849,1.000000000000000000,1.427843122927066055
3.997960744195777849,2.000000000000000000,3.997960744195782290
3.997960744195782734,2.000000000000000000,3.997960744195782290
3.997960744195782734,2.000000000000000000,3.997960744195782290
4.148714513040003382,2.000000000000000000,3.997960744195782290
4.299468281884224474,2.000000000000000000,3.997960744195782290
4.450222050728445566,2.000000000000000000,3.997960744195782290
4.600975819572666659,2.000000000000000000,3.997960744195782290
4.751729588416887751,2.000000000000000000,3.997960744195782290
4.902483357261108843,2.000000000000000000,3.997960744195782290
5.053237126105329935,2.000000000000000000,3.997960744195782290
5.154513673766699888,2.000000000000000000,3.997960744195782290
5.154513673766699888,2.000000000000000000,3.997960744195782290
5.305267442610920980,2.000000000000000000,3.997960744195782290
5.456021211455142073,2.000000000000000000,3.997960744195782290
5.606774980299363165,2.000000000000000000,3.997960744195782290
5.757528749143584257,2.000000000000000000,3.997960744195782290
5.908282517987805349,2.000000000000000000,3.997960744195782290
6.059036286832026441,2.000000000000000000,3.997960744195782290
6.209790055676247533,2.000000000000000000,3.997960744195782290
6.311066603337614822,2.000000000000000000,3.997960744195782290
6.311066603337614822,3.000000000000000000,6.311066603337621927
6.311066603337621927,3.000000000000000000,6.311066603337621927
6.311066603337621927,3.000000000000000000,6.311066603337621927
6.461820372181843020,3.000000000000000000,6.311066603337621927
6.612574141026064112,3.000000000000000000,6.311066603337621927
6.763327909870285204,3.000000000000000000,6.311066603337621927
6.914081678714506296,3.000000000000000000,6.311066603337621927
7.064835447558727388,3.000000000000000000,6.311066603337621927
7.215589216402948480,3.000000000000000000,6.311066603337621927
7.351964239951443325,3.000000000000000000,6.311066603337621927
7.351964239951443325,3.000000000000000000,6.311066603337621927
7.502718008795664417,3.000000000000000000,6.311066603337621927
7.653471777639885509,3.000000000000000000,6.311066603337621927
7.804225546484106601,3.000000000000000000,6.311066603337621927
7.954979315328327694,3.000000000000000000,6.311066603337621927
8.105733084172548786,3.000000000000000000,6.311066603337621927
8.256486853016770766,3.000000000000000000,6.311066603337621927
8.392861876565261170,3.000000000000000000,6.311066603337621927
8.392861876565261170,4.000000000000000000,8.392861876565270052
8.392861876565270052,4.000000000000000000,8.392861876565270052
8.392861876565270052,4.000000000000000000,8.392861876565270052
8.543615645409492032,4.000000000000000000,8.392861876565270052
8.694369414253714012,4.000000000000000000,8.392861876565270052
8.845123183097935993,4.000000000000000000,8.392861876565270052
8.995876951942157973,4.000000000000000000,8.392861876565270052
9.146630720786379953,4.000000000000000000,8.392861876565270052
9.297384489630601934,4.000000000000000000,8.392861876565270052
9.329669749517705668,4.000000000000000000,8.392861876565270052
9.329669749517705668,4.000000000000000000,8.392861876565270052
9.480423518361927648,4.000000000000000000,8.392861876565270052
9.631177287206149629,4.000000000000000000,8.392861876565270052
9.781931056050371609,4.000000000000000000,8.392861876565270052
9.932684824894593589,4.000000000000000000,8.392861876565270052
10.083438593738815570,4.000000000000000000,8.392861876565270052
10.234192362583037550,4.000000000000000000,8.392861876565270052
10.266477622470137732,4.000000000000000000,8.392861876565270052
10.266477622470137732,5.000000000000000000,10.266477622470148390
10.266477622470150166,5.000000000000000000,10.266477622470148390
10.266477622470150166,5.000000000000000000,10.266477622470148390
10.417231391314370370,5.000000000000000000,10.266477622470148390
10.567985160158592350,5.000000000000000000,10.266477622470148390
10.718738929002814331,5.000000000000000000,10.266477622470148390
10.869492697847036311,5.000000000000000000,10.266477622470148390
11.020246466691258291,5.000000000000000000,10.266477622470148390
11.109604708127335471,5.000000000000000000,10.266477622470148390
11.109604708127335471,5.000000000000000000,10.266477622470148390
11.260358476971557451,5.000000000000000000,10.266477622470148390
11.411112245815779431,5.000000000000000000,10.266477622470148390
11.561866014660001412,5.000000000000000000,10.266477622470148390
11.712619783504223392,5.000000000000000000,10.266477622470148390
11.863373552348445372,5.000000000000000000,10.266477622470148390
11.952731793784520775,5.000000000000000000,10.266477622470148390
11.952731793784520775,6.000000000000000000,11.952731793784533210
11.952731793784534986,6.000000000000000000,11.952731793784533210
11.952731793784534986,6.000000000000000000,11.952731793784533210
12.103485562628755190,6.000000000000000000,11.952731793784533210
12.254239331472977170,6.000000000000000000,11.952731793784533210
12.404993100317199151,6.000000000000000000,11.952731793784533210
12.555746869161421131,6.000000000000000000,11.952731793784533210
12.706500638005643111,6.000000000000000000,11.952731793784533210
12.711546170875998030,6.000000000000000000,11.952731793784533210
12.711546170875998030,6.000000000000000000,11.952731793784533210
12.862299939720220010,6.000000000000000000,11.952731793784533210
13.013053708564441990,6.000000000000000000,11.952731793784533210
13.163807477408663971,6.000000000000000000,11.952731793784533210
